State,Area_Key,Tenure,Primary_Type,Median_PSF,Transactions,Median_Price
Sarawak,SARAWAK | MIRI,Leasehold,Apartment,306.0,14,260000.0
Penang,PENANG | JELUTONG,Leasehold,Condominium,637.0,14,690000.0
Penang,PENANG | BUTTERWORTH,Freehold,Apartment,303.0,14,215000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Apartment,378.0,14,354000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Condominium,366.0,14,370000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Freehold,Condominium,322.0,14,380000.0
Kuala Lumpur,KUALA LUMPUR | KLCC,Freehold,Service Residence,1200.0,14,749400.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,226.0,14,217500.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Apartment,155.0,14,126000.0
Johor,JOHOR | TAMPOI,Freehold,Service Residence,413.0,14,435000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Condominium,407.0,14,487500.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Condominium,279.0,14,204500.0
Kuala Lumpur,KUALA LUMPUR | KLCC,Freehold,Service Residence,3017.0,14,11420500.0
Perak,PERAK | IPOH,Freehold,Apartment,180.0,14,137500.0
Penang,PENANG | BUKIT MERTAJAM,Leasehold,Flat,282.0,14,170000.0
Kuala Lumpur,KUALA LUMPUR | PANTAI,Leasehold,Condominium,506.0,14,462500.0
Kuala Lumpur,KUALA LUMPUR | KAMPUNG KERINCHI (BANGSAR SOUTH),Freehold,Condominium,437.0,14,482500.0
Melaka,MELAKA | BUKIT BARU,Freehold,Apartment,259.0,14,332500.0
Kuala Lumpur,KUALA LUMPUR | TAMAN TUN DR ISMAIL,Freehold,Condominium,600.0,14,830500.0
Perak,PERAK | IPOH,Leasehold,Condominium,259.0,14,315000.0
Selangor,SELANGOR | SERI KEMBANGAN,Freehold,Condominium,311.0,14,393500.0
Penang,PENANG | BUTTERWORTH,Freehold,Flat,204.0,14,110000.0
Selangor,SELANGOR | BANGI,Freehold,Apartment,347.0,14,316000.0
Penang,PENANG | JELUTONG,Freehold,Apartment,560.0,14,378000.0
Selangor,SELANGOR | PUCHONG,Freehold,Apartment,458.0,14,380000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,350.0,14,320000.0
Kuala Lumpur,KUALA LUMPUR | DUTAMAS,Freehold,Service Residence,1068.0,14,1090000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Flat,121.0,14,71000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Apartment,410.0,14,340000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,968.0,14,2531000.0
Selangor,SELANGOR | KELANA JAYA,Leasehold,Condominium,342.0,14,400000.0
Kuala Lumpur,KUALA LUMPUR | SRI PETALING,Leasehold,Condominium,297.0,14,298850.0
Selangor,SELANGOR | KEPONG,Freehold,Apartment,313.0,14,262500.0
Kuala Lumpur,KUALA LUMPUR | KLCC,Freehold,Service Residence,1173.0,14,1853500.0
Kuala Lumpur,KUALA LUMPUR | SEGAMBUT,Leasehold,Flat,195.0,14,182500.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,408.0,14,395000.0
Kuala Lumpur,KUALA LUMPUR | TAMAN DESA,Leasehold,Apartment,327.0,14,300000.0
Sabah,SABAH | TUARAN,Leasehold,Flat,215.0,14,137000.0
Johor,JOHOR | ULU TIRAM,Freehold,Flat,222.0,14,157500.0
Kedah,KEDAH | JITRA,Freehold,Apartment,241.0,14,165000.0
Selangor,SELANGOR | KEPONG,Leasehold,Terrace House,515.0,13,550000.0
Kuala Lumpur,KUALA LUMPUR | JINJANG,Leasehold,Cluster House,472.0,13,300000.0
Johor,JOHOR | MASAI,Freehold,Terrace House,364.0,13,688000.0
Sabah,SABAH | SANDAKAN,Leasehold,Terrace House,208.0,13,430000.0
Selangor,SELANGOR | ULU KLANG,Freehold,Terrace House,439.0,13,450000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Terrace House,415.0,13,590000.0
Selangor,SELANGOR | KAPAR,Freehold,Bungalow,275.0,13,540000.0
Johor,JOHOR | LABIS,Freehold,Terrace House,224.0,13,386400.0
Perak,PERAK | ULU BERNAM,Freehold,Terrace House,292.0,13,408000.0
Pahang,PAHANG | KUANTAN,Leasehold,Semi D,79.0,13,230000.0
Negeri Sembilan,NEGERI SEMBILAN | MANTIN,Freehold,Terrace House,519.0,13,800000.0
Perak,PERAK | SERI ISKANDAR,Freehold,Terrace House,163.0,13,228000.0
Perak,PERAK | SIMPANG PULAI,Leasehold,Terrace House,219.0,13,285000.0
Negeri Sembilan,NEGERI SEMBILAN | SIKAMAT,Freehold,Terrace House,179.0,13,240000.0
Perak,PERAK | BIDOR,Leasehold,Cluster House,150.0,13,398700.0
Negeri Sembilan,NEGERI SEMBILAN | TAMPIN,Freehold,Terrace House,161.0,13,249998.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,143.0,13,236000.0
Negeri Sembilan,NEGERI SEMBILAN | JIMAH,Freehold,Terrace House,435.0,13,608299.0
Selangor,SELANGOR | KAPAR,Freehold,Terrace House,391.0,13,549900.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Semi D,131.0,13,980000.0
Selangor,SELANGOR | RAWANG,Leasehold,Town House,250.0,13,310000.0
Johor,JOHOR | KULAI,Leasehold,Terrace House,325.0,13,385000.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,167.0,13,210000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,284.0,13,580000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Town House,431.0,13,510000.0
Kedah,KEDAH | ALOR SETAR,Freehold,Bungalow,270.0,13,561200.0
Penang,PENANG | BATU KAWAN,Leasehold,Cluster House,278.0,13,350000.0
Penang,PENANG | NIBONG TEBAL,Leasehold,Terrace House,199.0,13,190000.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,269.0,13,370000.0
Terengganu,TERENGGANU | DUNGUN,Freehold,Semi D,98.0,13,350000.0
Perak,PERAK | SERI ISKANDAR,Leasehold,Semi D,126.0,13,370000.0
Pahang,PAHANG | MENTAKAB,Freehold,Terrace House,144.0,13,210000.0
Selangor,SELANGOR | KAPAR,Freehold,Semi D,205.0,13,575000.0
Selangor,SELANGOR | PUCHONG,Freehold,Terrace House,495.0,13,800000.0
Perak,PERAK | BATU GAJAH,Leasehold,Terrace House,166.0,13,240000.0
Perak,PERAK | LAHAT,Leasehold,Terrace House,184.0,13,250000.0
Selangor,SELANGOR | PUCHONG,Mixed,Terrace House,510.0,13,929000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,222.0,13,490000.0
Penang,PENANG | NIBONG TEBAL,Freehold,Semi D,251.0,13,340000.0
Selangor,SELANGOR | BANTING,Freehold,Terrace House,227.0,13,450000.0
Selangor,SELANGOR | SHAH ALAM,Freehold,Terrace House,382.0,13,600000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Freehold,Terrace House,200.0,13,305000.0
Johor,JOHOR | MUAR,Freehold,Terrace House,312.0,13,610000.0
Selangor,SELANGOR | PANDAMARAN,Leasehold,Terrace House,200.0,13,250000.0
Melaka,MELAKA | UMBAI,Freehold,Semi D,156.0,13,260000.0
Selangor,SELANGOR | BALAKONG,Freehold,Terrace House,434.0,13,390000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,302.0,13,600000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Terrace House,354.0,13,615000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,240.0,13,480000.0
Johor,JOHOR | ULU TIRAM,Leasehold,Terrace House,499.0,13,670000.0
Penang,PENANG | PERAI,Freehold,Terrace House,400.0,13,590000.0
Kedah,KEDAH | KULIM,Freehold,Semi D,177.0,13,280000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Semi D,536.0,13,1490000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Semi D,186.0,13,380000.0
Selangor,SELANGOR | SERI KEMBANGAN,Freehold,Town House,340.0,13,455000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Terrace House,290.0,13,390000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,346.0,13,420000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Bungalow,188.0,13,550000.0
Melaka,MELAKA | TANJONG MINYAK,Freehold,Terrace House,207.0,13,270000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,241.0,13,309800.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,246.0,13,365000.0
Selangor,SELANGOR | PETALING JAYA,Leasehold,Semi D,309.0,13,600000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,253.0,13,400000.0
Selangor,SELANGOR | RAWANG,Leasehold,Terrace House,293.0,13,300000.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,156.0,13,250000.0
Selangor,SELANGOR | KUALA SELANGOR,Freehold,Semi D,215.0,13,450000.0
Perak,PERAK | LAHAT,Leasehold,Terrace House,179.0,13,288800.0
Pahang,PAHANG | KUANTAN,Leasehold,Terrace House,227.0,13,360000.0
Johor,JOHOR | TAMPOI,Leasehold,Terrace House,206.0,13,330000.0
Selangor,SELANGOR | CHERAS,Leasehold,Semi D,550.0,13,929000.0
Melaka,MELAKA | MASJID TANAH,Leasehold,Terrace House,184.0,13,300000.0
Kuala Lumpur,KUALA LUMPUR | BANGSAR,Freehold,Semi D,624.0,13,1270000.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,180.0,13,368800.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,195.0,13,300000.0
Kelantan,KELANTAN | CHERANG RUKU,Freehold,Bungalow,61.0,13,325000.0
Selangor,SELANGOR | DENGKIL,Leasehold,Apartment,224.0,13,180000.0
Penang,PENANG | JELUTONG,Freehold,Condominium,592.0,13,780000.0
Johor,JOHOR | SKUDAI,Freehold,Apartment,281.0,13,330000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Flat,287.0,13,170000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Condominium,204.0,13,220000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Condominium,688.0,13,595000.0
Selangor,SELANGOR | PETALING JAYA,Leasehold,Condominium,422.0,13,430000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Apartment,397.0,13,325000.0
Selangor,SELANGOR | SEMENYIH,Freehold,Apartment,306.0,13,290000.0
Melaka,MELAKA | MELAKA CITY,Leasehold,Service Residence,457.0,13,330000.0
Selangor,SELANGOR | PUCHONG,Freehold,Condominium,406.0,13,580000.0
Penang,PENANG | TANJONG TOKONG,Freehold,Condominium,1140.0,13,2550000.0
Selangor,SELANGOR | BALAKONG,Leasehold,Flat,231.0,13,170000.0
Johor,JOHOR | TEBRAU,Freehold,Flat,258.0,13,150000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Apartment,373.0,13,380000.0
Melaka,MELAKA | MELAKA CITY,Freehold,Apartment,230.0,13,220000.0
Selangor,SELANGOR | SAUJANA,Freehold,Service Residence,614.0,13,530000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Freehold,Condominium,401.0,13,328000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,452.0,13,630000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Apartment,179.0,13,170000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Apartment,331.0,13,339000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Service Residence,388.0,13,388000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Condominium,393.0,13,495000.0
Penang,PENANG | BAYAN LEPAS,Freehold,Condominium,472.0,13,620000.0
Selangor,SELANGOR | PUCHONG,Freehold,Apartment,407.0,13,320000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Service Residence,373.0,13,370000.0
Selangor,SELANGOR | RAWANG,Freehold,Apartment,263.0,13,210000.0
Selangor,SELANGOR | AMPANG,Leasehold,Apartment,372.0,13,320000.0
Selangor,SELANGOR | AMPANG,Leasehold,Flat,249.0,13,190000.0
Kuala Lumpur,KUALA LUMPUR | SENTUL,Leasehold,Condominium,394.0,13,400000.0
Selangor,SELANGOR | PUCHONG,Leasehold,Flat,147.0,13,105000.0
Selangor,SELANGOR | BANDAR UTAMA,Leasehold,Apartment,497.0,13,460000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Leasehold,Condominium,584.0,13,1000000.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Leasehold,Apartment,331.0,13,285000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Apartment,429.0,13,425000.0
Penang,PENANG | BUKIT JAMBUL,Freehold,Apartment,371.0,13,260000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,667.0,13,1300000.0
Kuala Lumpur,KUALA LUMPUR | DESA PARKCITY,Freehold,Condominium,949.0,13,1835000.0
Sabah,SABAH | KOTA KINABALU,Leasehold,Apartment,352.0,13,265000.0
Selangor,SELANGOR | PORT KLANG,Leasehold,Flat,203.0,13,155000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,538.0,13,695000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Freehold,Condominium,344.0,13,298000.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Service Residence,402.0,13,400000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Flat,221.0,13,150000.0
Johor,JOHOR | PASIR GUDANG,Leasehold,Flat,183.0,13,130000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Condominium,647.0,13,650000.0
Kuala Lumpur,KUALA LUMPUR | BATU CAVES,Leasehold,Flat,183.0,13,130000.0
Penang,PENANG | SUNGAI ARA,Freehold,Condominium,607.0,13,830700.0
Sabah,SABAH | PAPAR,Leasehold,Apartment,269.0,13,210000.0
Penang,PENANG | SUNGAI ARA,Freehold,Apartment,453.0,13,400000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Apartment,366.0,13,270000.0
Selangor,SELANGOR | KLANG,Freehold,Apartment,314.0,13,280000.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Flat,177.0,13,120000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Service Residence,841.0,13,380000.0
Johor,JOHOR | PERMAS JAYA,Freehold,Apartment,342.0,13,360000.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Flat,330.0,13,230000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,608.0,13,510000.0
Johor,JOHOR | TEBRAU,Freehold,Flat,77.0,13,53000.0
Penang,PENANG | AYER ITAM,Leasehold,Apartment,394.0,13,310000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Condominium,258.0,13,320000.0
Perak,PERAK | TAMBUN,Leasehold,Terrace House,273.0,12,427500.0
Pahang,PAHANG | MENTAKAB,Freehold,Semi D,139.0,12,397900.0
Sabah,SABAH | TAWAU,Leasehold,Terrace House,250.0,12,365000.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,180.0,12,220000.0
Selangor,SELANGOR | TELOK PANGLIMA GARANG,Freehold,Terrace House,324.0,12,455000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,610.0,12,825000.0
Selangor,SELANGOR | PETALING JAYA,Freehold,Terrace House,687.0,12,1190000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Terrace House,508.0,12,922500.0
Perak,PERAK | IPOH,Leasehold,Cluster House,192.0,12,252500.0
Perak,PERAK | IPOH,Freehold,Terrace House,213.0,12,309550.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,254.0,12,722500.0
Perak,PERAK | IPOH,Leasehold,Bungalow,145.0,12,328800.0
Selangor,SELANGOR | KAPAR,Leasehold,Semi D,272.0,12,446635.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,312.0,12,420000.0
Penang,PENANG | KEPALA BATAS,Freehold,Terrace House,268.0,12,481287.0
Negeri Sembilan,NEGERI SEMBILAN | NILAI,Freehold,Terrace House,193.0,12,345000.0
Penang,PENANG | SUNGAI BAKAP,Freehold,Semi D,321.0,12,526500.0
Perak,PERAK | IPOH,Freehold,Terrace House,194.0,12,298880.0
Johor,JOHOR | LABIS,Freehold,Terrace House,204.0,12,344000.0
Pahang,PAHANG | SUNGAI KARANG,Leasehold,Terrace House,169.0,12,238000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,263.0,12,434500.0
Pahang,PAHANG | PEKAN,Mixed,Terrace House,184.0,12,288000.0
Perak,PERAK | KUALA KANGSAR,Freehold,Terrace House,203.0,12,269800.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,515.0,12,620000.0
Perak,PERAK | SITIAWAN,Freehold,Semi D,210.0,12,628000.0
Negeri Sembilan,NEGERI SEMBILAN | SIMPANG PERTANG,Leasehold,Terrace House,64.0,12,90000.0
Selangor,SELANGOR | BANTING,Freehold,Terrace House,273.0,12,390900.0
Kedah,KEDAH | SUNGAI LALANG,Freehold,Semi D,188.0,12,269800.0
Perak,PERAK | IPOH,Leasehold,Terrace House,296.0,12,398380.0
Johor,JOHOR | TEBRAU,Freehold,Terrace House,563.0,12,788800.0
Perak,PERAK | IPOH,Freehold,Terrace House,323.0,12,568880.0
Perak,PERAK | TAIPING,Leasehold,Terrace House,367.0,12,468800.0
Selangor,SELANGOR | BANTING,Freehold,Semi D,270.0,12,442500.0
Penang,PENANG | PENAGA,Freehold,Semi D,204.0,12,237500.0
Melaka,MELAKA | SUNGAI UDANG,Leasehold,Terrace House,193.0,12,310000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Freehold,Terrace House,566.0,12,505000.0
Sarawak,SARAWAK | LIMBANG,Freehold,Terrace House,74.0,12,80000.0
Penang,PENANG | SUNGAI ARA,Freehold,Terrace House,484.0,12,815000.0
Kedah,KEDAH | JITRA,Freehold,Terrace House,185.0,12,200000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,190.0,12,237500.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,354.0,12,495805.0
Sarawak,SARAWAK | KOTA SAMARAHAN,Leasehold,Terrace House,263.0,12,571500.0
Johor,JOHOR | MASAI,Freehold,Terrace House,341.0,12,295000.0
Perak,PERAK | IPOH,Freehold,Terrace House,229.0,12,380400.0
Selangor,SELANGOR | BATANG KALI,Leasehold,Terrace House,198.0,12,300000.0
Sabah,SABAH | LAHAD DATU,Leasehold,Terrace House,152.0,12,250000.0
Perak,PERAK | SITIAWAN,Freehold,Semi D,251.0,12,499000.0
Kedah,KEDAH | PADANG SERAI,Freehold,Terrace House,182.0,12,262500.0
Pahang,PAHANG | KUANTAN,Leasehold,Bungalow,65.0,12,260000.0
Johor,JOHOR | JOHOR BAHRU,Freehold,Bungalow,257.0,12,744000.0
Selangor,SELANGOR | SERENDAH,Freehold,Terrace House,397.0,12,475000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Terrace House,451.0,12,850000.0
Pahang,PAHANG | KUANTAN,Freehold,Terrace House,229.0,12,160000.0
Negeri Sembilan,NEGERI SEMBILAN | PORT DICKSON,Leasehold,Terrace House,140.0,12,175000.0
Perak,PERAK | LUMUT,Freehold,Semi D,238.0,12,300000.0
Kuala Lumpur,KUALA LUMPUR | JINJANG,Leasehold,Bungalow,207.0,12,675000.0
Perak,PERAK | SITIAWAN,Freehold,Terrace House,178.0,12,279400.0
Melaka,MELAKA | DURIAN TUNGGAL,Freehold,Terrace House,244.0,12,413000.0
Selangor,SELANGOR | SEPANG,Freehold,Terrace House,301.0,12,598000.0
Negeri Sembilan,NEGERI SEMBILAN | BANDAR SRI SENDAYAN,Freehold,Terrace House,188.0,12,271000.0
Terengganu,TERENGGANU | KEMAMAN,Freehold,Bungalow,115.0,12,330000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Terrace House,166.0,12,176050.0
Selangor,SELANGOR | SHAH ALAM,Leasehold,Terrace House,560.0,12,1073250.0
Selangor,SELANGOR | CHERAS,Freehold,Terrace House,447.0,12,561000.0
Melaka,MELAKA | BATU BERENDAM,Leasehold,Terrace House,202.0,12,300000.0
Melaka,MELAKA | BATU BERENDAM,Leasehold,Terrace House,232.0,12,275000.0
Kedah,KEDAH | BEDONG,Freehold,Terrace House,149.0,12,235000.0
Johor,JOHOR | KLUANG,Freehold,Bungalow,153.0,12,360000.0
Selangor,SELANGOR | PUCHONG,Mixed,Terrace House,347.0,12,635000.0
Perak,PERAK | BIDOR,Leasehold,Terrace House,194.0,12,300000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,233.0,12,327500.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Terrace House,370.0,12,705000.0
Perak,PERAK | IPOH,Leasehold,Terrace House,216.0,12,188500.0
Selangor,SELANGOR | KLANG,Leasehold,Terrace House,286.0,12,382500.0
Penang,PENANG | KEPALA BATAS,Freehold,Bungalow,236.0,12,425000.0
Selangor,SELANGOR | RAWANG,Leasehold,Terrace House,248.0,12,350000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,201.0,12,301500.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Semi D,248.0,12,620000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Terrace House,405.0,12,589000.0
Penang,PENANG | NIBONG TEBAL,Freehold,Terrace House,299.0,12,374160.0
Sarawak,SARAWAK | KUCHING,Mixed,Semi D,250.0,12,509444.0
Pahang,PAHANG | TRIANG,Freehold,Terrace House,139.0,12,288000.0
Johor,JOHOR | KLUANG,Freehold,Terrace House,182.0,12,180000.0
Selangor,SELANGOR | KAPAR,Freehold,Semi D,232.0,12,543000.0
Selangor,SELANGOR | TANJONG DUABELAS,Leasehold,Bungalow,590.0,12,2161500.0
Melaka,MELAKA | SUNGEI PETAI,Freehold,Terrace House,160.0,12,252500.0
Melaka,MELAKA | MELAKA CITY,Freehold,Bungalow,219.0,12,392500.0
Negeri Sembilan,NEGERI SEMBILAN | RASAH,Freehold,Terrace House,202.0,12,300000.0
Negeri Sembilan,NEGERI SEMBILAN | PAROI,Freehold,Semi D,145.0,12,230000.0
Perak,PERAK | MENGLEMBU,Leasehold,Terrace House,239.0,12,250000.0
Johor,JOHOR | KLUANG,Freehold,Semi D,167.0,12,215000.0
Kuala Lumpur,KUALA LUMPUR | WANGSA MAJU,Leasehold,Terrace House,428.0,12,840000.0
Penang,PENANG | SIMPANG AMPAT,Freehold,Terrace House,219.0,12,275000.0
Johor,JOHOR | MUAR,Freehold,Terrace House,243.0,12,394000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Town House,320.0,12,500000.0
Penang,PENANG | PENAGA,Freehold,Semi D,245.0,12,350000.0
Selangor,SELANGOR | AMPANG,Leasehold,Semi D,507.0,12,420000.0
Johor,JOHOR | BATU PAHAT,Freehold,Terrace House,195.0,12,300000.0
Negeri Sembilan,NEGERI SEMBILAN | MANTIN,Freehold,Terrace House,464.0,12,960000.0
Selangor,SELANGOR | KLANG,Freehold,Terrace House,352.0,12,866000.0
Negeri Sembilan,NEGERI SEMBILAN | BUKIT KEPAYANG,Freehold,Terrace House,151.0,12,300000.0
Selangor,SELANGOR | CHERAS,Freehold,Terrace House,376.0,12,390000.0
Selangor,SELANGOR | KLANG,Freehold,Semi D,347.0,12,625000.0
Sabah,SABAH | PENAMPANG,Leasehold,Terrace House,256.0,12,432500.0
Kedah,KEDAH | SUNGAI PETANI,Freehold,Terrace House,204.0,12,265000.0
Johor,JOHOR | SKUDAI,Freehold,Terrace House,495.0,12,400000.0
Selangor,SELANGOR | KAJANG,Freehold,Terrace House,389.0,12,485000.0
Sabah,SABAH | PENAMPANG,Leasehold,Terrace House,390.0,12,350000.0
Selangor,SELANGOR | JENJAROM,Freehold,Semi D,272.0,12,790000.0
Johor,JOHOR | SKUDAI,Freehold,Town House,274.0,12,280000.0
Penang,PENANG | AYER ITAM,Leasehold,Flat,309.0,12,190000.0
Perak,PERAK | TAIPING,Freehold,Condominium,220.0,12,300000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Apartment,139.0,12,65500.0
Selangor,SELANGOR | HULU SELANGOR,Freehold,Flat,192.0,12,150000.0
Kuala Lumpur,KUALA LUMPUR | MONT KIARA,Freehold,Condominium,650.0,12,1475000.0
Kuala Lumpur,KUALA LUMPUR | SETAPAK,Leasehold,Condominium,381.0,12,475000.0
Penang,PENANG | SUNGAI ARA,Freehold,Apartment,452.0,12,340000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Condominium,485.0,12,708000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT JALIL,Freehold,Condominium,421.0,12,452500.0
Penang,PENANG | TANJUNG BUNGAH,Freehold,Condominium,419.0,12,289000.0
Kuala Lumpur,KUALA LUMPUR | KEPONG,Leasehold,Flat,326.0,12,220000.0
Selangor,SELANGOR | SETIA ALAM,Freehold,Flat,300.0,12,200000.0
Johor,JOHOR | TEBRAU,Leasehold,Service Residence,423.0,12,390000.0
Penang,PENANG | BUKIT JAMBUL,Leasehold,Apartment,360.0,12,370000.0
Selangor,SELANGOR | BANDAR KINRARA,Leasehold,Service Residence,255.0,12,181500.0
Selangor,SELANGOR | AMPANG,Leasehold,Service Residence,675.0,12,335000.0
Kuala Lumpur,KUALA LUMPUR | CHERAS,Leasehold,Condominium,420.0,12,380000.0
Selangor,SELANGOR | AMPANG,Leasehold,Flat,275.0,12,170000.0
Kuala Lumpur,KUALA LUMPUR | BRICKFIELDS,Leasehold,Condominium,388.0,12,367500.0
Penang,PENANG | BALIK PULAU,Freehold,Apartment,298.0,12,192500.0
Johor,JOHOR | JOHOR BAHRU,Leasehold,Apartment,308.0,12,265000.0
Kuala Lumpur,KUALA LUMPUR | SUNGAI BESI,Leasehold,Condominium,540.0,12,467500.0
Penang,PENANG | RELAU,Freehold,Condominium,566.0,12,786500.0
Kuala Lumpur,KUALA LUMPUR | SENTUL,Leasehold,Apartment,347.0,12,295000.0
Penang,PENANG | GEORGETOWN,Leasehold,Flat,348.0,12,245000.0
Selangor,SELANGOR | TROPICANA,Leasehold,Condominium,445.0,12,495000.0
Sarawak,SARAWAK | KUCHING,Leasehold,Flat,133.0,12,66000.0
Selangor,SELANGOR | SUBANG JAYA,Freehold,Service Residence,470.0,12,470000.0
Kuala Lumpur,KUALA LUMPUR | AMPANG,Freehold,Service Residence,598.0,12,530000.0
Johor,JOHOR | ISKANDAR PUTERI (NUSAJAYA),Freehold,Service Residence,437.0,12,446150.0
Penang,PENANG | GELUGOR,Freehold,Apartment,483.0,12,330000.0
Penang,PENANG | AYER ITAM,Freehold,Flat,319.0,12,220000.0
Kuala Lumpur,KUALA LUMPUR | BUKIT BINTANG,Freehold,Service Residence,805.0,12,499600.0
Kuala Lumpur,KUALA LUMPUR | JALAN KUCHING,Freehold,Condominium,293.0,12,295000.0
Selangor,SELANGOR | BANDAR SUNWAY,Leasehold,Condominium,469.0,12,692500.0
Selangor,SELANGOR | BANDAR SRI DAMANSARA,Freehold,Apartment,430.0,12,340000.0
Kuala Lumpur,KUALA LUMPUR | KLCC,Freehold,Service Residence,1563.0,12,1497050.0
Selangor,SELANGOR | BANDAR SUNGAI LONG,Freehold,Condominium,479.0,12,650000.0
Selangor,SELANGOR | SUBANG JAYA,Leasehold,Condominium,446.0,12,545000.0
Penang,PENANG | BUKIT MERTAJAM,Freehold,Flat,136.0,12,75000.0
